student_id,date,activity_type,duration_minutes
STU0004,2024-04-18,video_watched,52
STU0004,2024-03-26,login,13
STU0004,2024-05-24,submission,1
STU0004,2024-05-07,video_watched,24
STU0004,2024-04-15,video_watched,98
STU0004,2024-03-26,login,1
STU0004,2024-03-01,login,1
STU0004,2024-05-17,submission,76
STU0004,2024-05-17,login,14
STU0004,2024-03-12,submission,2
STU0004,2024-01-16,submission,9
STU0004,2024-04-29,login,23
STU0004,2024-02-29,login,3
STU0004,2024-05-01,submission,1
STU0005,2024-04-01,quiz_attempt,3
STU0005,2024-05-27,login,33
STU0005,2024-05-15,quiz_attempt,13
STU0005,2024-04-15,login,18
STU0005,2024-01-05,submission,42
STU0005,2024-04-03,submission,80
STU0005,2024-05-17,login,33
STU0005,2024-04-02,login,9
STU0005,2024-03-07,login,7
STU0005,2024-04-15,login,32
STU0005,2024-03-06,login,4
STU0005,2024-01-09,submission,1
STU0005,2024-03-27,login,20
STU0005,2024-02-02,quiz_attempt,12
STU0005,2024-02-12,login,10
STU0005,2024-01-02,submission,36
STU0005,2024-01-23,forum_post,3
STU0005,2024-05-01,submission,3
STU0005,2024-04-09,login,57
STU0005,2024-03-21,login,20
STU0005,2024-04-25,login,1
STU0005,2024-01-05,forum_post,5
STU0005,2024-02-16,submission,12
STU0005,2024-04-29,submission,32
STU0005,2024-01-15,quiz_attempt,9
STU0005,2024-04-05,login,26
STU0005,2024-01-12,submission,31
STU0005,2024-05-06,submission,45
STU0005,2024-04-05,submission,32
STU0005,2024-03-26,quiz_attempt,24
STU0005,2024-03-14,video_watched,24
STU0005,2024-03-11,submission,9
STU0005,2024-04-26,forum_post,21
STU0005,2024-04-26,quiz_attempt,9
STU0005,2024-04-19,quiz_attempt,35
STU0005,2024-03-25,login,4
STU0005,2024-02-01,quiz_attempt,11
STU0005,2024-05-15,quiz_attempt,1
STU0005,2024-05-17,login,17
STU0005,2024-01-29,login,25
STU0005,2024-04-03,forum_post,30
STU0005,2024-01-17,login,35
STU0005,2024-01-02,quiz_attempt,42
STU0005,2024-01-19,submission,11
STU0005,2024-01-22,submission,7
STU0005,2024-03-07,video_watched,4
STU0005,2024-02-12,quiz_attempt,1
STU0005,2024-01-19,login,8
STU0005,2024-02-28,forum_post,13
STU0005,2024-04-26,quiz_attempt,32
STU0005,2024-02-29,login,15
STU0005,2024-05-29,login,7
STU0005,2024-01-16,quiz_attempt,3
STU0005,2024-02-23,submission,5
STU0005,2024-04-18,login,7
STU0005,2024-04-30,quiz_attempt,23
STU0005,2024-03-11,submission,1
STU0005,2024-03-27,login,4
STU0005,2024-01-26,video_watched,1
STU0005,2024-03-20,video_watched,1
STU0005,2024-03-04,forum_post,17
STU0005,2024-02-22,video_watched,30
STU0005,2024-02-28,forum_post,9
STU0005,2024-04-26,quiz_attempt,8
STU0005,2024-02-02,quiz_attempt,4
STU0005,2024-01-11,forum_post,1
STU0005,2024-03-08,forum_post,1
STU0005,2024-02-08,login,32
STU0005,2024-05-06,video_watched,6
STU0005,2024-01-11,submission,8
STU0005,2024-02-13,login,41
STU0005,2024-05-31,login,4
STU0005,2024-01-15,login,17
STU0005,2024-01-02,video_watched,4
STU0005,2024-02-12,quiz_attempt,15
STU0005,2024-04-26,quiz_attempt,44
STU0005,2024-02-05,forum_post,11
STU0005,2024-02-07,submission,3
STU0005,2024-03-27,quiz_attempt,27
STU0005,2024-02-16,forum_post,10
STU0005,2024-05-10,submission,1
STU0005,2024-05-24,submission,13
STU0005,2024-04-04,quiz_attempt,11
STU0005,2024-04-26,forum_post,31
STU0005,2024-05-07,video_watched,1
STU0005,2024-05-23,submission,16
STU0005,2024-04-22,login,83
STU0005,2024-05-07,login,2
STU0005,2024-03-05,video_watched,19
STU0005,2024-05-06,video_watched,5
STU0005,2024-04-12,submission,62
STU0005,2024-03-20,submission,5
STU0005,2024-04-12,login,25
STU0005,2024-02-02,submission,23
STU0005,2024-03-04,forum_post,7
STU0005,2024-04-16,login,3
STU0005,2024-03-19,login,6
STU0005,2024-03-14,submission,8
STU0005,2024-01-08,login,6
STU0005,2024-01-23,submission,16
STU0005,2024-01-02,quiz_attempt,72
STU0005,2024-03-20,quiz_attempt,3
STU0005,2024-02-21,video_watched,46
STU0005,2024-04-30,quiz_attempt,6
STU0005,2024-05-15,submission,8
STU0005,2024-03-25,submission,48
STU0005,2024-01-29,forum_post,6
STU0005,2024-01-09,quiz_attempt,16
STU0005,2024-02-28,login,2
STU0005,2024-03-01,video_watched,9
STU0005,2024-03-21,submission,21
STU0005,2024-01-10,login,33
STU0005,2024-03-20,login,6
STU0005,2024-04-18,quiz_attempt,1
STU0005,2024-02-26,quiz_attempt,12
STU0005,2024-02-06,submission,5
STU0005,2024-04-11,forum_post,15
STU0005,2024-04-15,submission,10
STU0005,2024-03-13,login,44
STU0005,2024-01-01,submission,10
STU0005,2024-05-28,forum_post,1
STU0006,2024-04-03,login,7
STU0006,2024-04-19,forum_post,20
STU0006,2024-01-19,forum_post,35
STU0006,2024-04-04,quiz_attempt,11
STU0006,2024-05-22,quiz_attempt,2
STU0006,2024-03-04,video_watched,28
STU0006,2024-01-19,video_watched,17
STU0006,2024-04-16,submission,25
STU0006,2024-01-12,video_watched,8
STU0006,2024-04-15,submission,1
STU0006,2024-04-08,video_watched,4
STU0006,2024-03-11,video_watched,15
STU0006,2024-05-30,submission,22
STU0006,2024-01-24,login,18
STU0006,2024-01-31,login,23
STU0006,2024-05-08,forum_post,85
STU0006,2024-05-24,video_watched,22
STU0006,2024-03-07,forum_post,35
STU0006,2024-05-28,forum_post,22
STU0006,2024-01-31,login,8
STU0006,2024-02-01,login,43
STU0006,2024-05-07,login,6
STU0006,2024-05-15,quiz_attempt,11
STU0006,2024-04-17,video_watched,4
STU0006,2024-02-07,video_watched,29
STU0006,2024-02-23,login,64
STU0006,2024-02-28,quiz_attempt,4
STU0006,2024-03-21,quiz_attempt,1
STU0006,2024-04-29,submission,3
STU0006,2024-01-26,submission,14
STU0006,2024-03-14,quiz_attempt,21
STU0006,2024-05-21,quiz_attempt,17
STU0006,2024-01-31,quiz_attempt,15
STU0006,2024-01-05,submission,2
STU0006,2024-01-10,login,22
STU0006,2024-04-23,submission,28
STU0006,2024-04-01,video_watched,9
STU0006,2024-05-22,submission,38
STU0006,2024-04-15,login,29
STU0006,2024-01-09,quiz_attempt,19
STU0006,2024-01-04,quiz_attempt,77
STU0006,2024-03-22,video_watched,40
STU0006,2024-03-11,video_watched,20
STU0006,2024-05-09,login,14
STU0006,2024-01-30,login,17
STU0006,2024-02-20,login,17
STU0006,2024-02-02,login,4
STU0006,2024-02-05,submission,40
STU0006,2024-05-31,forum_post,10
STU0006,2024-01-12,login,9
STU0006,2024-05-17,submission,37
STU0006,2024-03-26,quiz_attempt,22
STU0006,2024-03-15,video_watched,9
STU0006,2024-01-03,login,1
STU0006,2024-05-16,login,71
STU0006,2024-05-28,quiz_attempt,13
STU0006,2024-05-29,login,8
STU0006,2024-04-17,forum_post,34
STU0006,2024-02-28,submission,20
STU0006,2024-02-20,forum_post,5
STU0006,2024-04-11,login,3
STU0006,2024-04-16,login,43
STU0006,2024-03-06,quiz_attempt,26
STU0006,2024-04-19,submission,10
STU0006,2024-04-11,submission,11
STU0006,2024-05-02,forum_post,8
STU0006,2024-05-17,quiz_attempt,15
STU0006,2024-01-31,submission,23
STU0006,2024-03-18,submission,15
STU0006,2024-02-08,forum_post,1
STU0006,2024-05-14,forum_post,2
STU0006,2024-01-02,submission,5
STU0006,2024-04-16,login,3
STU0006,2024-05-15,video_watched,9
STU0006,2024-04-15,video_watched,4
STU0006,2024-02-12,login,5
STU0006,2024-02-16,video_watched,12
STU0006,2024-02-07,submission,4
STU0006,2024-01-22,login,8
STU0006,2024-05-03,forum_post,16
STU0006,2024-05-17,quiz_attempt,4
STU0006,2024-05-27,submission,1
STU0006,2024-02-13,submission,2
STU0006,2024-05-03,forum_post,26
STU0006,2024-04-12,submission,15
STU0006,2024-01-05,submission,3
STU0006,2024-04-04,forum_post,10
STU0006,2024-04-08,submission,12
STU0006,2024-01-31,login,11
STU0006,2024-02-26,forum_post,3
STU0006,2024-05-06,login,7
STU0006,2024-01-04,login,13
STU0006,2024-03-18,video_watched,25
STU0006,2024-03-06,quiz_attempt,40
STU0006,2024-05-31,video_watched,39
STU0006,2024-01-26,submission,1
STU0006,2024-01-25,video_watched,3
STU0006,2024-04-05,login,6
STU0006,2024-05-20,submission,7
STU0006,2024-02-19,login,24
STU0006,2024-04-18,quiz_attempt,7
STU0006,2024-05-01,submission,55
STU0006,2024-04-17,login,4
STU0006,2024-03-04,login,1
STU0006,2024-02-26,forum_post,38
STU0006,2024-04-15,video_watched,10
STU0006,2024-05-06,login,9
STU0006,2024-05-23,submission,29
STU0006,2024-02-23,video_watched,12
STU0006,2024-03-06,forum_post,7
STU0006,2024-02-26,forum_post,14
STU0006,2024-04-09,quiz_attempt,17
STU0006,2024-05-09,submission,14
STU0006,2024-04-18,submission,9
STU0006,2024-05-03,forum_post,1
STU0007,2024-02-06,login,12
STU0007,2024-04-19,login,9
STU0007,2024-01-12,video_watched,23
STU0007,2024-03-14,login,15
STU0007,2024-05-03,quiz_attempt,32
STU0007,2024-02-23,login,5
STU0007,2024-01-10,login,18
STU0007,2024-04-08,submission,33
STU0007,2024-05-16,submission,2
STU0007,2024-02-23,submission,1
STU0007,2024-05-21,video_watched,22
STU0007,2024-05-14,quiz_attempt,10
STU0007,2024-04-30,video_watched,6
STU0007,2024-03-18,login,41
STU0007,2024-04-19,login,24
STU0007,2024-04-29,submission,8
STU0007,2024-01-11,submission,2
STU0007,2024-03-22,login,4
STU0007,2024-01-02,login,1
STU0007,2024-01-22,video_watched,10
STU0007,2024-05-03,forum_post,10
STU0007,2024-02-01,submission,5
STU0007,2024-05-17,login,7
STU0007,2024-03-29,forum_post,29
STU0007,2024-05-30,login,10
STU0007,2024-05-17,video_watched,10
STU0007,2024-04-10,login,31
STU0007,2024-03-07,submission,19
STU0007,2024-04-11,quiz_attempt,3
STU0007,2024-03-25,login,3
STU0007,2024-01-17,login,13
STU0007,2024-01-04,login,34
STU0007,2024-04-25,login,44
STU0007,2024-05-07,login,27
STU0007,2024-03-04,quiz_attempt,9
STU0007,2024-05-27,forum_post,12
STU0007,2024-03-11,forum_post,66
STU0007,2024-04-10,quiz_attempt,67
STU0007,2024-03-01,quiz_attempt,40
STU0007,2024-02-02,login,78
STU0007,2024-04-29,login,1
STU0007,2024-04-30,quiz_attempt,17
STU0007,2024-02-08,video_watched,13
STU0007,2024-01-15,submission,13
STU0007,2024-02-12,login,28
STU0007,2024-03-08,quiz_attempt,20
STU0007,2024-04-29,submission,55
STU0007,2024-04-25,video_watched,1
STU0007,2024-05-31,submission,5
STU0007,2024-01-01,submission,21
STU0007,2024-01-22,video_watched,4
STU0007,2024-04-25,video_watched,24
STU0007,2024-05-13,quiz_attempt,10
STU0007,2024-02-06,login,1
STU0007,2024-05-07,submission,6
STU0007,2024-04-12,submission,8
STU0007,2024-05-29,video_watched,4
STU0007,2024-03-26,video_watched,5
STU0007,2024-04-05,login,1
STU0007,2024-04-16,submission,20
STU0007,2024-02-23,quiz_attempt,1
STU0007,2024-05-22,login,14
STU0007,2024-05-03,video_watched,2
STU0007,2024-05-01,forum_post,21
STU0007,2024-02-02,forum_post,3
STU0007,2024-04-19,submission,21
STU0007,2024-01-26,submission,6
STU0007,2024-04-12,submission,8
STU0007,2024-03-25,submission,38
STU0007,2024-05-09,submission,47
STU0007,2024-04-16,login,37
STU0007,2024-05-07,login,1
STU0007,2024-04-17,video_watched,1
STU0007,2024-01-12,quiz_attempt,28
STU0007,2024-02-05,submission,22
STU0007,2024-05-27,forum_post,5
STU0007,2024-05-10,video_watched,14
STU0007,2024-03-21,login,16
STU0007,2024-02-26,forum_post,2
STU0007,2024-04-19,login,11
STU0007,2024-02-13,login,1
STU0007,2024-01-24,login,19
STU0007,2024-04-12,login,2
STU0007,2024-03-11,login,20
STU0007,2024-01-11,video_watched,21
STU0007,2024-01-17,video_watched,1
STU0007,2024-05-20,quiz_attempt,13
STU0008,2024-02-14,submission,27
STU0008,2024-03-18,forum_post,5
STU0008,2024-05-03,quiz_attempt,23
STU0008,2024-05-09,login,12
STU0008,2024-03-18,login,10
STU0008,2024-04-29,submission,48
STU0008,2024-01-31,forum_post,77
STU0008,2024-05-31,forum_post,101
STU0008,2024-01-01,forum_post,6
STU0008,2024-05-21,quiz_attempt,16
STU0008,2024-04-04,login,27
STU0008,2024-02-15,login,10
STU0008,2024-02-29,video_watched,1
STU0008,2024-01-25,submission,31
STU0008,2024-04-04,login,15
STU0008,2024-04-22,login,23
STU0008,2024-03-27,submission,7
STU0008,2024-02-13,login,74
STU0008,2024-04-16,video_watched,1
STU0008,2024-02-22,forum_post,21
STU0008,2024-02-05,login,1
STU0008,2024-02-22,submission,11
STU0008,2024-01-22,login,11
STU0008,2024-04-26,submission,51
STU0008,2024-01-24,submission,1
STU0008,2024-02-27,login,20
STU0008,2024-05-30,login,22
STU0008,2024-04-26,login,32
STU0008,2024-03-11,quiz_attempt,9
STU0008,2024-01-11,quiz_attempt,8
STU0008,2024-04-11,login,1
STU0008,2024-05-15,login,20
STU0008,2024-02-15,login,14
STU0008,2024-04-29,video_watched,1
STU0008,2024-03-01,submission,16
STU0008,2024-04-12,video_watched,25
STU0008,2024-04-09,login,1
STU0008,2024-04-25,submission,22
STU0008,2024-05-10,login,30
STU0008,2024-01-01,login,13
STU0008,2024-03-14,video_watched,26
STU0008,2024-01-04,submission,10
STU0008,2024-01-30,submission,6
STU0008,2024-01-08,video_watched,26
STU0008,2024-05-31,video_watched,3
STU0008,2024-03-11,submission,3
STU0008,2024-03-26,submission,12
STU0008,2024-02-19,login,6
STU0008,2024-03-22,video_watched,1
STU0008,2024-05-07,video_watched,3
STU0008,2024-02-09,video_watched,14
STU0008,2024-01-05,video_watched,18
STU0008,2024-03-27,login,38
STU0008,2024-03-11,submission,22
STU0008,2024-05-06,video_watched,1
STU0008,2024-03-13,video_watched,21
STU0008,2024-05-01,submission,20
STU0008,2024-04-05,forum_post,13
STU0008,2024-01-15,video_watched,21
STU0008,2024-01-25,submission,10
STU0008,2024-03-07,submission,33
STU0008,2024-05-29,submission,4
STU0008,2024-05-06,quiz_attempt,14
STU0008,2024-02-22,login,18
STU0008,2024-05-06,submission,14
STU0008,2024-04-08,video_watched,29
STU0008,2024-01-11,video_watched,2
STU0008,2024-01-16,login,16
STU0008,2024-05-14,forum_post,46
STU0008,2024-04-24,login,6
STU0008,2024-03-14,login,2
STU0008,2024-04-02,forum_post,16
STU0008,2024-02-22,submission,59
STU0008,2024-01-26,forum_post,17
STU0008,2024-04-08,login,8
STU0008,2024-01-15,submission,18
STU0008,2024-02-08,login,30
STU0008,2024-03-05,quiz_attempt,51
STU0008,2024-04-05,forum_post,1
STU0008,2024-02-21,quiz_attempt,3
STU0008,2024-04-15,login,19
STU0008,2024-05-14,submission,14
STU0008,2024-05-13,login,8
STU0008,2024-01-12,video_watched,12
STU0008,2024-03-20,submission,18
STU0008,2024-03-11,submission,52
STU0008,2024-01-24,submission,22
STU0008,2024-05-17,submission,8
STU0009,2024-05-07,submission,4
STU0009,2024-01-17,video_watched,1
STU0009,2024-03-01,video_watched,86
STU0009,2024-04-17,submission,32
STU0009,2024-04-29,video_watched,45
STU0009,2024-01-22,video_watched,10
STU0009,2024-05-10,submission,68
STU0009,2024-03-05,video_watched,6
STU0009,2024-01-02,submission,1
STU0009,2024-02-27,video_watched,5
STU0009,2024-02-23,login,33
STU0009,2024-05-07,submission,58
STU0009,2024-02-29,quiz_attempt,1
STU0009,2024-05-31,video_watched,1
STU0009,2024-05-03,video_watched,27
STU0009,2024-02-08,login,32
STU0009,2024-04-15,login,23
STU0009,2024-04-10,quiz_attempt,2
STU0009,2024-02-23,forum_post,50
STU0009,2024-05-28,forum_post,15
STU0009,2024-03-11,login,35
STU0009,2024-04-24,submission,120
STU0009,2024-02-02,submission,37
STU0009,2024-05-06,login,20
STU0009,2024-03-21,quiz_attempt,17
