student_id,subject,exam_type,score,max_score,score_pct
STU0020,Programming,final,62,100,62.0
STU0020,Data Structures,quiz,77,100,77.0
STU0020,Data Structures,midterm,57,100,57.0
STU0020,Data Structures,final,72,100,72.0
STU0020,English,quiz,54,100,54.0
STU0020,English,midterm,61,100,61.0
STU0020,English,final,66,100,66.0
STU0020,Statistics,quiz,60,100,60.0
STU0020,Statistics,midterm,57,100,57.0
STU0020,Statistics,final,65,100,65.0
STU0021,Math,quiz,95,100,95.0
STU0021,Math,midterm,82,100,82.0
STU0021,Math,final,76,100,76.0
STU0021,Physics,quiz,78,100,78.0
STU0021,Physics,midterm,100,100,100.0
STU0021,Physics,final,81,100,81.0
STU0021,Programming,quiz,75,100,75.0
STU0021,Programming,midterm,71,100,71.0
STU0021,Programming,final,65,100,65.0
STU0021,Data Structures,quiz,83,100,83.0
STU0021,Data Structures,midterm,85,100,85.0
STU0021,Data Structures,final,76,100,76.0
STU0021,English,quiz,80,100,80.0
STU0021,English,midterm,70,100,70.0
STU0021,English,final,81,100,81.0
STU0021,Statistics,quiz,84,100,84.0
STU0021,Statistics,midterm,75,100,75.0
STU0021,Statistics,final,93,100,93.0
STU0022,Math,quiz,66,100,66.0
STU0022,Math,midterm,75,100,75.0
STU0022,Math,final,79,100,79.0
STU0022,Physics,quiz,72,100,72.0
STU0022,Physics,midterm,71,100,71.0
STU0022,Physics,final,61,100,61.0
STU0022,Programming,quiz,83,100,83.0
STU0022,Programming,midterm,71,100,71.0
STU0022,Programming,final,77,100,77.0
STU0022,Data Structures,quiz,78,100,78.0
STU0022,Data Structures,midterm,68,100,68.0
STU0022,Data Structures,final,71,100,71.0
STU0022,English,quiz,83,100,83.0
STU0022,English,midterm,64,100,64.0
STU0022,English,final,90,100,90.0
STU0022,Statistics,quiz,67,100,67.0
STU0022,Statistics,midterm,63,100,63.0
STU0022,Statistics,final,74,100,74.0
STU0023,Math,quiz,85,100,85.0
STU0023,Math,midterm,52,100,52.0
STU0023,Math,final,66,100,66.0
STU0023,Physics,quiz,71,100,71.0
STU0023,Physics,midterm,67,100,67.0
STU0023,Physics,final,70,100,70.0
STU0023,Programming,quiz,61,100,61.0
STU0023,Programming,midterm,62,100,62.0
STU0023,Programming,final,66,100,66.0
STU0023,Data Structures,quiz,58,100,58.0
STU0023,Data Structures,midterm,67,100,67.0
STU0023,Data Structures,final,64,100,64.0
STU0023,English,quiz,63,100,63.0
STU0023,English,midterm,70,100,70.0
STU0023,English,final,53,100,53.0
STU0023,Statistics,quiz,65,100,65.0
STU0023,Statistics,midterm,86,100,86.0
STU0023,Statistics,final,59,100,59.0
STU0024,Math,quiz,56,100,56.0
STU0024,Math,midterm,46,100,46.0
STU0024,Math,final,41,100,41.0
STU0024,Physics,quiz,35,100,35.0
STU0024,Physics,midterm,47,100,47.0
STU0024,Physics,final,57,100,57.0
STU0024,Programming,quiz,42,100,42.0
STU0024,Programming,midterm,45,100,45.0
STU0024,Programming,final,54,100,54.0
STU0024,Data Structures,quiz,48,100,48.0
STU0024,Data Structures,midterm,33,100,33.0
STU0024,Data Structures,final,46,100,46.0
STU0024,English,quiz,58,100,58.0
STU0024,English,midterm,45,100,45.0
STU0024,English,final,24,100,24.0
STU0024,Statistics,quiz,49,100,49.0
STU0024,Statistics,midterm,44,100,44.0
STU0024,Statistics,final,31,100,31.0
STU0025,Math,quiz,55,100,55.0
STU0025,Math,midterm,77,100,77.0
STU0025,Math,final,63,100,63.0
STU0025,Physics,quiz,61,100,61.0
STU0025,Physics,midterm,68,100,68.0
STU0025,Physics,final,64,100,64.0
STU0025,Programming,quiz,70,100,70.0
STU0025,Programming,midterm,67,100,67.0
STU0025,Programming,final,59,100,59.0
STU0025,Data Structures,quiz,65,100,65.0
STU0025,Data Structures,midterm,72,100,72.0
STU0025,Data Structures,final,69,100,69.0
STU0025,English,quiz,68,100,68.0
STU0025,English,midterm,84,100,84.0
STU0025,English,final,75,100,75.0
STU0025,Statistics,quiz,76,100,76.0
STU0025,Statistics,midterm,67,100,67.0
STU0025,Statistics,final,70,100,70.0
STU0026,Math,quiz,73,100,73.0
STU0026,Math,midterm,82,100,82.0
STU0026,Math,final,75,100,75.0
STU0026,Physics,quiz,78,100,78.0
STU0026,Physics,midterm,77,100,77.0
STU0026,Physics,final,76,100,76.0
STU0026,Programming,quiz,99,100,99.0
STU0026,Programming,midterm,71,100,71.0
STU0026,Programming,final,71,100,71.0
STU0026,Data Structures,quiz,82,100,82.0
STU0026,Data Structures,midterm,71,100,71.0
STU0026,Data Structures,final,74,100,74.0
STU0026,English,quiz,67,100,67.0
STU0026,English,midterm,80,100,80.0
STU0026,English,final,80,100,80.0
STU0026,Statistics,quiz,73,100,73.0
STU0026,Statistics,midterm,82,100,82.0
STU0026,Statistics,final,61,100,61.0
STU0027,Math,quiz,79,100,79.0
STU0027,Math,midterm,83,100,83.0
STU0027,Math,final,75,100,75.0
STU0027,Physics,quiz,71,100,71.0
STU0027,Physics,midterm,82,100,82.0
STU0027,Physics,final,90,100,90.0
STU0027,Programming,quiz,95,100,95.0
STU0027,Programming,midterm,80,100,80.0
STU0027,Programming,final,91,100,91.0
STU0027,Data Structures,quiz,90,100,90.0
STU0027,Data Structures,midterm,94,100,94.0
STU0027,Data Structures,final,82,100,82.0
STU0027,English,quiz,70,100,70.0
STU0027,English,midterm,85,100,85.0
STU0027,English,final,77,100,77.0
STU0027,Statistics,quiz,79,100,79.0
STU0027,Statistics,midterm,82,100,82.0
STU0027,Statistics,final,82,100,82.0
STU0028,Math,quiz,85,100,85.0
STU0028,Math,midterm,90,100,90.0
STU0028,Math,final,81,100,81.0
STU0028,Physics,quiz,87,100,87.0
STU0028,Physics,midterm,84,100,84.0
STU0028,Physics,final,91,100,91.0
STU0028,Programming,quiz,82,100,82.0
STU0028,Programming,midterm,83,100,83.0
STU0028,Programming,final,81,100,81.0
STU0028,Data Structures,quiz,83,100,83.0
STU0028,Data Structures,midterm,78,100,78.0
STU0028,Data Structures,final,77,100,77.0
STU0028,English,quiz,90,100,90.0
STU0028,English,midterm,75,100,75.0
STU0028,English,final,81,100,81.0
STU0028,Statistics,quiz,92,100,92.0
STU0028,Statistics,midterm,81,100,81.0
STU0028,Statistics,final,91,100,91.0
STU0029,Math,quiz,69,100,69.0
STU0029,Math,midterm,65,100,65.0
STU0029,Math,final,61,100,61.0
STU0029,Physics,quiz,84,100,84.0
STU0029,Physics,midterm,65,100,65.0
STU0029,Physics,final,80,100,80.0
STU0029,Programming,quiz,66,100,66.0
STU0029,Programming,midterm,84,100,84.0
STU0029,Programming,final,92,100,92.0
STU0029,Data Structures,quiz,60,100,60.0
STU0029,Data Structures,midterm,65,100,65.0
STU0029,Data Structures,final,80,100,80.0
STU0029,English,quiz,78,100,78.0
STU0029,English,midterm,80,100,80.0
STU0029,English,final,69,100,69.0
STU0029,Statistics,quiz,90,100,90.0
STU0029,Statistics,midterm,75,100,75.0
STU0029,Statistics,final,64,100,64.0
STU0030,Math,quiz,89,100,89.0
STU0030,Math,midterm,81,100,81.0
STU0030,Math,final,100,100,100.0
STU0030,Physics,quiz,85,100,85.0
STU0030,Physics,midterm,95,100,95.0
STU0030,Physics,final,87,100,87.0
STU0030,Programming,quiz,86,100,86.0
STU0030,Programming,midterm,75,100,75.0
STU0030,Programming,final,96,100,96.0
STU0030,Data Structures,quiz,100,100,100.0
STU0030,Data Structures,midterm,83,100,83.0
STU0030,Data Structures,final,78,100,78.0
STU0030,English,quiz,97,100,97.0
STU0030,English,midterm,78,100,78.0
STU0030,English,final,100,100,100.0
STU0030,Statistics,quiz,83,100,83.0
STU0030,Statistics,midterm,82,100,82.0
STU0030,Statistics,final,93,100,93.0
STU0031,Math,quiz,53,100,53.0
STU0031,Math,midterm,56,100,56.0
STU0031,Math,final,64,100,64.0
STU0031,Physics,quiz,42,100,42.0
STU0031,Physics,midterm,75,100,75.0
STU0031,Physics,final,62,100,62.0
STU0031,Programming,quiz,51,100,51.0
STU0031,Programming,midterm,53,100,53.0
STU0031,Programming,final,69,100,69.0
STU0031,Data Structures,quiz,66,100,66.0
STU0031,Data Structures,midterm,73,100,73.0
STU0031,Data Structures,final,56,100,56.0
STU0031,English,quiz,64,100,64.0
STU0031,English,midterm,65,100,65.0
STU0031,English,final,67,100,67.0
STU0031,Statistics,quiz,71,100,71.0
STU0031,Statistics,midterm,56,100,56.0
STU0031,Statistics,final,61,100,61.0
STU0032,Math,quiz,84,100,84.0
STU0032,Math,midterm,88,100,88.0
STU0032,Math,final,94,100,94.0
STU0032,Physics,quiz,75,100,75.0
STU0032,Physics,midterm,97,100,97.0
STU0032,Physics,final,79,100,79.0
STU0032,Programming,quiz,86,100,86.0
STU0032,Programming,midterm,98,100,98.0
STU0032,Programming,final,91,100,91.0
STU0032,Data Structures,quiz,91,100,91.0
STU0032,Data Structures,midterm,79,100,79.0
STU0032,Data Structures,final,80,100,80.0
STU0032,English,quiz,96,100,96.0
STU0032,English,midterm,84,100,84.0
STU0032,English,final,84,100,84.0
STU0032,Statistics,quiz,96,100,96.0
STU0032,Statistics,midterm,80,100,80.0
STU0032,Statistics,final,91,100,91.0
STU0033,Math,quiz,71,100,71.0
STU0033,Math,midterm,70,100,70.0
STU0033,Math,final,66,100,66.0
STU0033,Physics,quiz,66,100,66.0
STU0033,Physics,midterm,62,100,62.0
STU0033,Physics,final,74,100,74.0
STU0033,Programming,quiz,65,100,65.0
STU0033,Programming,midterm,78,100,78.0
STU0033,Programming,final,69,100,69.0
STU0033,Data Structures,quiz,62,100,62.0
STU0033,Data Structures,midterm,69,100,69.0
STU0033,Data Structures,final,67,100,67.0
STU0033,English,quiz,79,100,79.0
STU0033,English,midterm,68,100,68.0
STU0033,English,final,68,100,68.0
STU0033,Statistics,quiz,82,100,82.0
STU0033,Statistics,midterm,75,100,75.0
STU0033,Statistics,final,84,100,84.0
STU0034,Math,quiz,93,100,93.0
STU0034,Math,midterm,75,100,75.0
STU0034,Math,final,90,100,90.0
STU0034,Physics,quiz,95,100,95.0
STU0034,Physics,midterm,95,100,95.0
STU0034,Physics,final,90,100,90.0
STU0034,Programming,quiz,90,100,90.0
STU0034,Programming,midterm,80,100,80.0
STU0034,Programming,final,76,100,76.0
STU0034,Data Structures,quiz,80,100,80.0
STU0034,Data Structures,midterm,69,100,69.0
STU0034,Data Structures,final,93,100,93.0
STU0034,English,quiz,80,100,80.0
STU0034,English,midterm,93,100,93.0
STU0034,English,final,73,100,73.0
STU0034,Statistics,quiz,91,100,91.0
STU0034,Statistics,midterm,78,100,78.0
STU0034,Statistics,final,72,100,72.0
STU0035,Math,quiz,77,100,77.0
STU0035,Math,midterm,73,100,73.0
STU0035,Math,final,65,100,65.0
STU0035,Physics,quiz,64,100,64.0
STU0035,Physics,midterm,67,100,67.0
STU0035,Physics,final,65,100,65.0
STU0035,Programming,quiz,57,100,57.0
STU0035,Programming,midterm,60,100,60.0
STU0035,Programming,final,79,100,79.0
STU0035,Data Structures,quiz,85,100,85.0
STU0035,Data Structures,midterm,76,100,76.0
STU0035,Data Structures,final,68,100,68.0
STU0035,English,quiz,61,100,61.0
STU0035,English,midterm,57,100,57.0
STU0035,English,final,58,100,58.0
STU0035,Statistics,quiz,59,100,59.0
STU0035,Statistics,midterm,81,100,81.0
STU0035,Statistics,final,78,100,78.0
STU0036,Math,quiz,47,100,47.0
STU0036,Math,midterm,33,100,33.0
STU0036,Math,final,48,100,48.0
STU0036,Physics,quiz,39,100,39.0
STU0036,Physics,midterm,24,100,24.0
STU0036,Physics,final,43,100,43.0
STU0036,Programming,quiz,34,100,34.0
STU0036,Programming,midterm,34,100,34.0
STU0036,Programming,final,39,100,39.0
STU0036,Data Structures,quiz,37,100,37.0
STU0036,Data Structures,midterm,41,100,41.0
STU0036,Data Structures,final,40,100,40.0
STU0036,English,quiz,26,100,26.0
STU0036,English,midterm,53,100,53.0
STU0036,English,final,33,100,33.0
STU0036,Statistics,quiz,33,100,33.0
STU0036,Statistics,midterm,38,100,38.0
STU0036,Statistics,final,40,100,40.0
STU0037,Math,quiz,73,100,73.0
STU0037,Math,midterm,64,100,64.0
STU0037,Math,final,66,100,66.0
STU0037,Physics,quiz,64,100,64.0
STU0037,Physics,midterm,63,100,63.0
STU0037,Physics,final,64,100,64.0
STU0037,Programming,quiz,46,100,46.0
STU0037,Programming,midterm,60,100,60.0
STU0037,Programming,final,71,100,71.0
STU0037,Data Structures,quiz,93,100,93.0
STU0037,Data Structures,midterm,52,100,52.0
STU0037,Data Structures,final,65,100,65.0
STU0037,English,quiz,57,100,57.0
STU0037,English,midterm,78,100,78.0
STU0037,English,final,51,100,51.0
STU0037,Statistics,quiz,67,100,67.0
STU0037,Statistics,midterm,50,100,50.0
STU0037,Statistics,final,59,100,59.0
STU0038,Math,quiz,61,100,61.0
STU0038,Math,midterm,69,100,69.0
STU0038,Math,final,52,100,52.0
STU0038,Physics,quiz,66,100,66.0
STU0038,Physics,midterm,61,100,61.0
STU0038,Physics,final,63,100,63.0
STU0038,Programming,quiz,68,100,68.0
STU0038,Programming,midterm,51,100,51.0
STU0038,Programming,final,67,100,67.0
STU0038,Data Structures,quiz,56,100,56.0
STU0038,Data Structures,midterm,70,100,70.0
STU0038,Data Structures,final,63,100,63.0
STU0038,English,quiz,59,100,59.0
STU0038,English,midterm,56,100,56.0
STU0038,English,final,67,100,67.0
STU0038,Statistics,quiz,71,100,71.0
STU0038,Statistics,midterm,57,100,57.0
STU0038,Statistics,final,52,100,52.0
STU0039,Math,quiz,97,100,97.0
STU0039,Math,midterm,80,100,80.0
